@relation 'doushouqi_raw_egtb_2_pieces'

@attribute white_piece0_strength numeric
@attribute white_piece0_file numeric
@attribute white_piece0_rank numeric
@attribute black_piece0_strength numeric
@attribute black_piece0_file numeric
@attribute black_piece0_rank numeric
@attribute class {w,b,d}

@data
0,3,6,0,0,7,w
0,4,6,0,0,7,w
0,5,6,0,0,7,w
0,6,6,0,0,7,w
0,0,5,0,0,7,b
0,1,5,0,0,7,w
0,2,5,0,0,7,b
0,3,5,0,0,7,w
0,4,5,0,0,7,w
0,5,5,0,0,7,w
0,6,5,0,0,7,b
0,0,4,0,0,7,w
0,1,4,0,0,7,b
0,2,4,0,0,7,w
0,3,4,0,0,7,b
0,4,4,0,0,7,w
0,5,4,0,0,7,b
0,6,4,0,0,7,w
0,0,3,0,0,7,b
0,1,3,0,0,7,w
0,2,3,0,0,7,b
0,3,3,0,0,7,w
0,4,3,0,0,7,b
0,5,3,0,0,7,w
0,6,3,0,0,7,b
0,0,2,0,0,7,w
0,1,2,0,0,7,b
0,2,2,0,0,7,w
0,3,2,0,0,7,b
0,4,2,0,0,7,w
0,5,2,0,0,7,b
0,6,2,0,0,7,w
0,0,1,0,0,7,b
0,1,1,0,0,7,w
0,2,1,0,0,7,b
0,3,1,0,0,7,w
0,4,1,0,0,7,b
0,5,1,0,0,7,w
0,6,1,0,0,7,b
0,0,0,0,0,7,w
0,1,0,0,0,7,b
0,2,0,0,0,7,w
0,4,0,0,0,7,w
0,5,0,0,0,7,b
0,6,0,0,0,7,w
0,0,8,0,1,7,b
0,1,8,0,1,7,w
0,2,8,0,1,7,w
0,4,8,0,1,7,w
0,5,8,0,1,7,w
0,6,8,0,1,7,w
0,0,7,0,1,7,w
0,2,7,0,1,7,w
0,3,7,0,1,7,w
0,4,7,0,1,7,w
0,5,7,0,1,7,w
0,6,7,0,1,7,w
0,0,6,0,1,7,b
0,1,6,0,1,7,w
0,2,6,0,1,7,b
0,3,6,0,1,7,w
0,4,6,0,1,7,w
0,5,6,0,1,7,w
0,6,6,0,1,7,b
0,0,5,0,1,7,w
0,1,5,0,1,7,b
0,2,5,0,1,7,w
0,3,5,0,1,7,b
0,4,5,0,1,7,w
0,5,5,0,1,7,b
0,6,5,0,1,7,w
0,0,4,0,1,7,b
0,1,4,0,1,7,w
0,2,4,0,1,7,b
0,3,4,0,1,7,w
0,4,4,0,1,7,b
0,5,4,0,1,7,w
0,6,4,0,1,7,b
0,0,3,0,1,7,w
0,1,3,0,1,7,b
0,2,3,0,1,7,w
0,3,3,0,1,7,b
0,4,3,0,1,7,w
0,5,3,0,1,7,b
0,6,3,0,1,7,w
0,0,2,0,1,7,b
0,1,2,0,1,7,w
0,2,2,0,1,7,b
0,3,2,0,1,7,w
0,4,2,0,1,7,b
0,5,2,0,1,7,w
0,6,2,0,1,7,b
0,0,1,0,1,7,w
0,1,1,0,1,7,b
0,2,1,0,1,7,w
0,3,1,0,1,7,b
0,4,1,0,1,7,w
0,5,1,0,1,7,b
0,6,1,0,1,7,w
0,0,0,0,1,7,b
0,1,0,0,1,7,w
0,2,0,0,1,7,b
0,4,0,0,1,7,b
0,5,0,0,1,7,w
0,6,0,0,1,7,b
0,0,8,0,2,7,w
0,1,8,0,2,7,b
0,2,8,0,2,7,w
0,4,8,0,2,7,w
0,5,8,0,2,7,w
0,6,8,0,2,7,w
0,0,7,0,2,7,b
0,1,7,0,2,7,w
0,3,7,0,2,7,w
0,4,7,0,2,7,w
0,5,7,0,2,7,w
0,6,7,0,2,7,b
0,0,6,0,2,7,w
0,1,6,0,2,7,b
0,2,6,0,2,7,w
0,3,6,0,2,7,b
0,4,6,0,2,7,w
0,5,6,0,2,7,b
0,6,6,0,2,7,w
0,0,5,0,2,7,b
0,1,5,0,2,7,w
0,2,5,0,2,7,b
0,3,5,0,2,7,w
0,4,5,0,2,7,b
0,5,5,0,2,7,w
0,6,5,0,2,7,b
0,0,4,0,2,7,w
0,1,4,0,2,7,b
0,2,4,0,2,7,w
0,3,4,0,2,7,b
0,4,4,0,2,7,w
0,5,4,0,2,7,b
0,6,4,0,2,7,w
0,0,3,0,2,7,b
0,1,3,0,2,7,w
0,2,3,0,2,7,b
0,3,3,0,2,7,w
0,4,3,0,2,7,b
0,5,3,0,2,7,w
0,6,3,0,2,7,b
0,0,2,0,2,7,w
0,1,2,0,2,7,b
0,2,2,0,2,7,w
0,3,2,0,2,7,b
0,4,2,0,2,7,w
0,5,2,0,2,7,b
0,6,2,0,2,7,w
0,0,1,0,2,7,b
0,1,1,0,2,7,w
0,2,1,0,2,7,b
0,3,1,0,2,7,w
0,4,1,0,2,7,b
0,5,1,0,2,7,w
0,6,1,0,2,7,b
0,0,0,0,2,7,w
0,1,0,0,2,7,b
0,2,0,0,2,7,w
0,4,0,0,2,7,w
0,5,0,0,2,7,b
0,6,0,0,2,7,w
0,0,8,0,3,7,b
0,1,8,0,3,7,w
0,2,8,0,3,7,w
0,4,8,0,3,7,w
0,5,8,0,3,7,w
0,6,8,0,3,7,b
0,0,7,0,3,7,w
0,1,7,0,3,7,b
0,2,7,0,3,7,w
0,4,7,0,3,7,w
0,5,7,0,3,7,b
0,6,7,0,3,7,w
0,0,6,0,3,7,b
0,1,6,0,3,7,w
0,2,6,0,3,7,b
0,3,6,0,3,7,w
0,4,6,0,3,7,b
0,5,6,0,3,7,w
0,6,6,0,3,7,b
0,0,5,0,3,7,w
0,1,5,0,3,7,b
0,2,5,0,3,7,w
0,3,5,0,3,7,b
0,4,5,0,3,7,w
0,5,5,0,3,7,b
0,6,5,0,3,7,w
0,0,4,0,3,7,b
0,1,4,0,3,7,w
0,2,4,0,3,7,b
0,3,4,0,3,7,w
0,4,4,0,3,7,b
0,5,4,0,3,7,w
0,6,4,0,3,7,b
0,0,3,0,3,7,w
0,1,3,0,3,7,b
0,2,3,0,3,7,w
0,3,3,0,3,7,b
0,4,3,0,3,7,w
0,5,3,0,3,7,b
0,6,3,0,3,7,w
0,0,2,0,3,7,b
0,1,2,0,3,7,w
0,2,2,0,3,7,b
0,3,2,0,3,7,w
0,4,2,0,3,7,b
0,5,2,0,3,7,w
0,6,2,0,3,7,b
0,0,1,0,3,7,w
0,1,1,0,3,7,b
0,2,1,0,3,7,w
0,3,1,0,3,7,b
0,4,1,0,3,7,w
0,5,1,0,3,7,b
0,6,1,0,3,7,w
0,0,0,0,3,7,b
0,1,0,0,3,7,w
0,2,0,0,3,7,b
0,4,0,0,3,7,b
0,5,0,0,3,7,w
0,6,0,0,3,7,b
0,0,8,0,4,7,w
0,1,8,0,4,7,w
0,2,8,0,4,7,w
0,4,8,0,4,7,w
0,5,8,0,4,7,b
0,6,8,0,4,7,w
0,0,7,0,4,7,b
0,1,7,0,4,7,w
0,2,7,0,4,7,w
0,3,7,0,4,7,w
0,5,7,0,4,7,w
0,6,7,0,4,7,b
0,0,6,0,4,7,w
0,1,6,0,4,7,b
0,2,6,0,4,7,w
0,3,6,0,4,7,b
0,4,6,0,4,7,w
0,5,6,0,4,7,b
0,6,6,0,4,7,w
0,0,5,0,4,7,b
0,1,5,0,4,7,w
0,2,5,0,4,7,b
0,3,5,0,4,7,w
0,4,5,0,4,7,b
0,5,5,0,4,7,w
0,6,5,0,4,7,b
0,0,4,0,4,7,w
0,1,4,0,4,7,b
0,2,4,0,4,7,w
0,3,4,0,4,7,b
0,4,4,0,4,7,w
0,5,4,0,4,7,b
0,6,4,0,4,7,w
0,0,3,0,4,7,b
0,1,3,0,4,7,w
0,2,3,0,4,7,b
0,3,3,0,4,7,w
0,4,3,0,4,7,b
0,5,3,0,4,7,w
0,6,3,0,4,7,b
0,0,2,0,4,7,w
0,1,2,0,4,7,b
0,2,2,0,4,7,w
0,3,2,0,4,7,b
0,4,2,0,4,7,w
0,5,2,0,4,7,b
0,6,2,0,4,7,w
0,0,1,0,4,7,b
0,1,1,0,4,7,w
0,2,1,0,4,7,b
0,3,1,0,4,7,w
0,4,1,0,4,7,b
0,5,1,0,4,7,w
0,6,1,0,4,7,b
0,0,0,0,4,7,w
0,1,0,0,4,7,b
0,2,0,0,4,7,w
0,4,0,0,4,7,w
0,5,0,0,4,7,b
0,6,0,0,4,7,w
0,0,8,0,5,7,w
0,1,8,0,5,7,w
0,2,8,0,5,7,w
0,4,8,0,5,7,w
0,5,8,0,5,7,w
0,6,8,0,5,7,b
0,0,7,0,5,7,w
0,1,7,0,5,7,w
0,2,7,0,5,7,w
0,3,7,0,5,7,w
0,4,7,0,5,7,w
0,6,7,0,5,7,w
0,0,6,0,5,7,b
0,1,6,0,5,7,w
0,2,6,0,5,7,w
0,3,6,0,5,7,w
0,4,6,0,5,7,b
0,5,6,0,5,7,w
0,6,6,0,5,7,b
0,0,5,0,5,7,w
0,1,5,0,5,7,b
0,2,5,0,5,7,w
0,3,5,0,5,7,b
0,4,5,0,5,7,w
0,5,5,0,5,7,b
0,6,5,0,5,7,w
0,0,4,0,5,7,b
0,1,4,0,5,7,w
0,2,4,0,5,7,b
0,3,4,0,5,7,w
0,4,4,0,5,7,b
0,5,4,0,5,7,w
0,6,4,0,5,7,b
0,0,3,0,5,7,w
0,1,3,0,5,7,b
0,2,3,0,5,7,w
0,3,3,0,5,7,b
0,4,3,0,5,7,w
0,5,3,0,5,7,b
0,6,3,0,5,7,w
0,0,2,0,5,7,b
0,1,2,0,5,7,w
0,2,2,0,5,7,b
0,3,2,0,5,7,w
0,4,2,0,5,7,b
0,5,2,0,5,7,w
0,6,2,0,5,7,b
0,0,1,0,5,7,w
0,1,1,0,5,7,b
0,2,1,0,5,7,w
0,3,1,0,5,7,b
0,4,1,0,5,7,w
0,5,1,0,5,7,b
0,6,1,0,5,7,w
0,0,0,0,5,7,b
0,1,0,0,5,7,w
0,2,0,0,5,7,b
0,4,0,0,5,7,b
0,5,0,0,5,7,w
0,6,0,0,5,7,b
0,0,8,0,6,7,w
0,1,8,0,6,7,w
0,2,8,0,6,7,w
0,4,8,0,6,7,w
0,5,8,0,6,7,w
0,6,8,0,6,7,w
0,0,7,0,6,7,w
0,1,7,0,6,7,w
0,2,7,0,6,7,w
0,3,7,0,6,7,w
0,4,7,0,6,7,w
0,5,7,0,6,7,w
0,0,6,0,6,7,w
0,1,6,0,6,7,w
0,2,6,0,6,7,w
0,3,6,0,6,7,w
0,4,6,0,6,7,w
0,5,6,0,6,7,b
0,6,6,0,6,7,w
0,0,5,0,6,7,b
0,1,5,0,6,7,w
0,2,5,0,6,7,w
0,3,5,0,6,7,w
0,4,5,0,6,7,b
0,5,5,0,6,7,w
0,6,5,0,6,7,b
0,0,4,0,6,7,w
0,1,4,0,6,7,b
0,2,4,0,6,7,w
0,3,4,0,6,7,b
0,4,4,0,6,7,w
0,5,4,0,6,7,b
0,6,4,0,6,7,w
0,0,3,0,6,7,b
0,1,3,0,6,7,w
0,2,3,0,6,7,b
0,3,3,0,6,7,w
0,4,3,0,6,7,b
0,5,3,0,6,7,w
0,6,3,0,6,7,b
0,0,2,0,6,7,w
0,1,2,0,6,7,b
0,2,2,0,6,7,w
0,3,2,0,6,7,b
0,4,2,0,6,7,w
0,5,2,0,6,7,b
0,6,2,0,6,7,w
0,0,1,0,6,7,b
0,1,1,0,6,7,w
0,2,1,0,6,7,b
0,3,1,0,6,7,w
0,4,1,0,6,7,b
0,5,1,0,6,7,w
0,6,1,0,6,7,b
0,0,0,0,6,7,w
0,1,0,0,6,7,b
0,2,0,0,6,7,w
0,4,0,0,6,7,w
0,5,0,0,6,7,b
0,6,0,0,6,7,w
0,0,8,0,0,6,w
0,1,8,0,0,6,w
0,2,8,0,0,6,w
0,4,8,0,0,6,w
0,5,8,0,0,6,w
0,6,8,0,0,6,w
0,0,7,0,0,6,w
0,1,7,0,0,6,w
0,2,7,0,0,6,w
0,3,7,0,0,6,w
0,4,7,0,0,6,w
0,5,7,0,0,6,w
0,6,7,0,0,6,w
0,1,6,0,0,6,w
0,2,6,0,0,6,w
0,3,6,0,0,6,w
0,4,6,0,0,6,w
0,5,6,0,0,6,w
0,6,6,0,0,6,w
0,0,5,0,0,6,w
0,1,5,0,0,6,b
0,2,5,0,0,6,w
0,3,5,0,0,6,w
0,4,5,0,0,6,w
0,5,5,0,0,6,w
0,6,5,0,0,6,w
0,0,4,0,0,6,b
0,1,4,0,0,6,w
0,2,4,0,0,6,b
0,3,4,0,0,6,w
0,4,4,0,0,6,w
0,5,4,0,0,6,w
0,6,4,0,0,6,b
0,0,3,0,0,6,w
0,1,3,0,0,6,b
0,2,3,0,0,6,w
0,3,3,0,0,6,b
0,4,3,0,0,6,w
0,5,3,0,0,6,b
0,6,3,0,0,6,w
0,0,2,0,0,6,b
0,1,2,0,0,6,w
0,2,2,0,0,6,b
0,3,2,0,0,6,w
0,4,2,0,0,6,b
0,5,2,0,0,6,w
0,6,2,0,0,6,b
0,0,1,0,0,6,w
0,1,1,0,0,6,b
0,2,1,0,0,6,w
0,3,1,0,0,6,b
0,4,1,0,0,6,w
0,5,1,0,0,6,b
0,6,1,0,0,6,w
0,0,0,0,0,6,b
0,1,0,0,0,6,w
0,2,0,0,0,6,b
0,4,0,0,0,6,b
0,5,0,0,0,6,w
0,6,0,0,0,6,b
0,0,8,0,1,6,w
0,1,8,0,1,6,w
0,2,8,0,1,6,w
0,4,8,0,1,6,w
0,5,8,0,1,6,w
0,6,8,0,1,6,w
0,0,7,0,1,6,b
0,1,7,0,1,6,w
0,2,7,0,1,6,w
0,3,7,0,1,6,w
0,4,7,0,1,6,w
0,5,7,0,1,6,w
0,6,7,0,1,6,w
0,0,6,0,1,6,w
0,2,6,0,1,6,w
0,3,6,0,1,6,w
0,4,6,0,1,6,w
0,5,6,0,1,6,w
0,6,6,0,1,6,w
0,0,5,0,1,6,b
0,1,5,0,1,6,w
0,2,5,0,1,6,b
0,3,5,0,1,6,w
0,4,5,0,1,6,w
0,5,5,0,1,6,w
0,6,5,0,1,6,b
0,0,4,0,1,6,w
0,1,4,0,1,6,b
0,2,4,0,1,6,w
0,3,4,0,1,6,b
0,4,4,0,1,6,w
0,5,4,0,1,6,b
0,6,4,0,1,6,w
0,0,3,0,1,6,b
0,1,3,0,1,6,w
0,2,3,0,1,6,b
0,3,3,0,1,6,w
0,4,3,0,1,6,b
0,5,3,0,1,6,w
0,6,3,0,1,6,b
0,0,2,0,1,6,w
0,1,2,0,1,6,b
0,2,2,0,1,6,w
0,3,2,0,1,6,b
0,4,2,0,1,6,w
0,5,2,0,1,6,b
0,6,2,0,1,6,w
0,0,1,0,1,6,b
0,1,1,0,1,6,w
0,2,1,0,1,6,b
0,3,1,0,1,6,w
0,4,1,0,1,6,b
0,5,1,0,1,6,w
0,6,1,0,1,6,b
0,0,0,0,1,6,w
0,1,0,0,1,6,b
0,2,0,0,1,6,w
0,4,0,0,1,6,w
0,5,0,0,1,6,b
0,6,0,0,1,6,w
0,0,8,0,2,6,b
0,1,8,0,2,6,w
0,2,8,0,2,6,w
0,4,8,0,2,6,w
0,5,8,0,2,6,w
0,6,8,0,2,6,w
0,0,7,0,2,6,w
0,1,7,0,2,6,b
0,2,7,0,2,6,w
0,3,7,0,2,6,w
0,4,7,0,2,6,w
0,5,7,0,2,6,w
0,6,7,0,2,6,w
0,0,6,0,2,6,b
0,1,6,0,2,6,w
0,3,6,0,2,6,w
0,4,6,0,2,6,w
0,5,6,0,2,6,w
0,6,6,0,2,6,b
0,0,5,0,2,6,w
0,1,5,0,2,6,b
0,2,5,0,2,6,w
0,3,5,0,2,6,b
0,4,5,0,2,6,w
0,5,5,0,2,6,b
0,6,5,0,2,6,w
0,0,4,0,2,6,b
0,1,4,0,2,6,w
0,2,4,0,2,6,b
0,3,4,0,2,6,w
0,4,4,0,2,6,b
0,5,4,0,2,6,w
0,6,4,0,2,6,b
0,0,3,0,2,6,w
0,1,3,0,2,6,b
0,2,3,0,2,6,w
0,3,3,0,2,6,b
0,4,3,0,2,6,w
0,5,3,0,2,6,b
0,6,3,0,2,6,w
0,0,2,0,2,6,b
0,1,2,0,2,6,w
0,2,2,0,2,6,b
0,3,2,0,2,6,w
0,4,2,0,2,6,b
0,5,2,0,2,6,w
0,6,2,0,2,6,b
0,0,1,0,2,6,w
0,1,1,0,2,6,b
0,2,1,0,2,6,w
0,3,1,0,2,6,b
0,4,1,0,2,6,w
0,5,1,0,2,6,b
0,6,1,0,2,6,w
0,0,0,0,2,6,b
0,1,0,0,2,6,w
0,2,0,0,2,6,b
0,4,0,0,2,6,b
0,5,0,0,2,6,w
0,6,0,0,2,6,b
0,0,8,0,3,6,w
0,1,8,0,3,6,w
0,2,8,0,3,6,w
0,4,8,0,3,6,w
0,5,8,0,3,6,w
0,6,8,0,3,6,w
0,0,7,0,3,6,b
0,1,7,0,3,6,w
0,2,7,0,3,6,w
0,3,7,0,3,6,w
0,4,7,0,3,6,w
0,5,7,0,3,6,w
0,6,7,0,3,6,b
0,0,6,0,3,6,w
0,1,6,0,3,6,b
0,2,6,0,3,6,w
0,4,6,0,3,6,w
0,5,6,0,3,6,b
0,6,6,0,3,6,w
0,0,5,0,3,6,b
